customer_id,orig_month,age,income,debt_income,bureau_score,utilization,prev_delin_24m,tenure_months,amount,term_months,unemp,rate,infl,default_12m,months_since_orig,product_CC,product_PL,channel_Digital,channel_Partner,region_N,region_S
14196,2023-01-11,39,20205.92,0.2068,665.6,0.5015,0,54,47271.61,24,4.066831317,7.352794149,4.376935709,0,23.88304862023653,0,1,0,0,0,0
14197,2022-01-09,26,58515.92,0.3964,764.0,0.4242,1,19,53408.28,12,3.986531818,7.16141948,4.283694559,0,35.939553219448094,1,0,1,0,0,1
14200,2024-01-07,43,104931.34,0.527,738.6,0.1415,1,60,33263.19,18,4.745033147,7.574736898,4.712300248,0,12.02365308804205,0,1,1,0,0,0
14201,2022-01-07,58,32955.26,0.0893,613.9,0.2482,0,43,40566.97,12,3.856963842,7.252470952,4.250438845,0,36.00525624178712,1,0,1,0,0,0
14202,2022-01-02,27,51572.02,0.2403,720.9,0.4423,0,24,123847.54,36,3.844001123,7.250053702,4.074260457,0,36.16951379763469,0,0,0,0,1,0
14203,2022-01-01,29,36216.41,0.2031,603.9,0.3548,1,9,72201.67,24,4.024317818,6.890388636,4.257778239,0,36.202365308804204,0,1,1,0,0,1
14205,2024-01-01,31,27250.94,0.788,702.2,0.2992,0,26,88846.02,36,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,0,0,0,0,0
14206,2023-01-11,42,50606.23,0.2424,707.6,0.374,0,22,24191.62,12,4.066831317,7.352794149,4.376935709,0,23.88304862023653,1,0,1,0,0,0
14207,2024-01-06,38,35146.77,0.6906,648.7,0.2007,0,53,17885.93,12,4.718611396,7.444710794,4.886401043,0,12.056504599211562,1,0,0,0,1,0
14208,2024-01-01,32,34215.0,0.1689,713.9,0.2173,1,44,63051.49,18,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,1,0,0,0,0
14209,2023-01-12,47,12000.0,0.2062,707.5,0.4503,0,62,26173.61,24,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,1,1,0,1,0
14212,2024-01-01,30,23924.37,0.3846,666.0,0.5033,0,54,37150.4,24,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,1,1,0,1,0
14213,2024-01-02,24,16954.25,0.3117,767.1,0.4242,0,18,135934.64,12,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,0,1,0,0,0
14214,2022-01-10,34,25692.43,0.0764,702.1,0.8255,0,4,70771.79,12,4.014469884,6.908256307,4.278982567,0,35.90670170827858,0,1,0,0,0,0
14215,2023-01-05,28,64584.09,0.3536,715.2,0.247,0,55,117570.41,12,4.089298712,7.172670917,4.330956052,0,24.080157687253614,0,0,1,0,0,0
14216,2023-01-07,35,30242.51,0.3766,676.3,0.8583,0,54,97059.76,24,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,1,1,0,1,0
14219,2024-01-04,32,32650.65,0.1159,665.4,0.3853,1,35,30695.68,12,4.534438078,7.176895148,4.608903316,0,12.12220762155059,1,0,1,0,0,0
14220,2023-01-05,53,40744.59,0.465,657.0,0.1214,0,40,83338.72,24,4.089298712,7.172670917,4.330956052,0,24.080157687253614,0,1,1,0,0,0
14222,2022-01-08,42,40808.2,0.1648,602.6,0.0958,0,44,46384.94,12,4.127273188,7.278958033,4.289689804,0,35.972404730617605,0,1,0,1,1,0
14223,2023-01-08,36,25982.48,0.4483,665.4,0.6307,0,40,45635.43,12,4.100461817,7.236346454,4.459213836,0,23.98160315374507,0,1,0,0,0,0
14224,2023-01-05,39,44088.01,0.573,753.1,0.3452,0,17,17165.77,12,4.089298712,7.172670917,4.330956052,0,24.080157687253614,1,0,0,0,0,1
14226,2022-01-05,29,12670.84,0.2663,695.0,0.432,1,8,151989.78,18,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,0,0,0,1,0
14227,2022-01-06,42,59745.25,0.163,732.1,0.2097,0,9,55988.19,36,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,1,1,0,1,0
14228,2022-01-05,20,41804.6,0.214,662.7,0.3169,0,76,62715.97,36,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,1,0,0,0,1
14229,2024-01-07,37,15707.98,0.7341,718.7,0.0573,0,45,40404.29,12,4.745033147,7.574736898,4.712300248,0,12.02365308804205,1,0,0,0,0,0
14230,2022-01-06,23,31889.29,0.4906,798.0,0.8122,0,22,32874.48,12,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,1,1,0,0,0
14232,2023-01-10,37,19157.03,0.4325,731.9,0.1034,0,15,29794.69,12,4.263790345,7.227634283,4.488417007,0,23.915900131406044,1,0,0,1,1,0
14233,2022-01-10,31,24015.52,0.0841,649.0,0.3134,0,57,51476.39,12,4.014469884,6.908256307,4.278982567,0,35.90670170827858,0,1,0,0,0,1
14234,2023-01-02,53,50439.36,0.183,625.7,0.1401,0,39,17632.75,12,3.983122144,7.351370137,4.300262184,0,24.178712220762154,1,0,0,0,0,0
14235,2022-01-09,20,23662.03,0.5613,695.7,0.2203,0,97,37158.72,12,3.986531818,7.16141948,4.283694559,0,35.939553219448094,1,0,1,0,1,0
14236,2022-01-08,37,30757.31,0.5775,689.6,0.2425,0,33,46809.2,18,4.127273188,7.278958033,4.289689804,0,35.972404730617605,0,1,0,1,0,0
14237,2022-01-04,37,26667.99,0.1728,670.5,0.509,0,27,71075.4,24,3.904310797,7.088503347,4.285472969,0,36.10381077529566,0,1,0,1,0,1
14239,2022-01-02,32,27057.51,0.4228,713.2,0.3393,0,121,59480.09,12,3.844001123,7.250053702,4.074260457,0,36.16951379763469,0,1,1,0,0,1
14240,2024-01-02,21,39333.76,0.5528,657.6,0.2607,1,55,87586.27,36,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,1,0,1,0,0
14241,2024-01-02,43,32618.82,0.4883,676.6,0.1405,0,29,225713.9,24,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,0,0,0,1,0
14243,2022-01-11,39,47455.24,0.5471,680.9,0.8679,0,52,44022.66,24,3.78765321,7.324045255,4.187300189,0,35.873850197109064,0,1,0,1,0,0
14244,2022-01-07,38,29824.79,0.7068,657.8,0.1432,0,13,58284.22,36,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,1,0,0,0,0
14245,2023-01-06,47,15533.25,0.2618,768.7,0.604,0,35,88127.91,12,4.236392246,7.320606602,4.445671202,0,24.0473061760841,0,1,0,1,0,0
14246,2024-01-03,45,37701.0,0.2605,765.1,0.4415,0,4,18457.09,12,4.335647963,7.37584152,4.507774789,0,12.155059132720105,1,0,1,0,1,0
14247,2022-01-10,42,55893.44,0.5668,787.9,0.1773,1,79,45061.57,12,4.014469884,6.908256307,4.278982567,0,35.90670170827858,0,1,0,0,0,0
14248,2022-01-12,30,30476.29,0.2728,659.7,0.3155,0,62,40506.41,12,4.067362364,7.176234322,4.197013693,0,35.84099868593955,0,1,0,0,0,0
14250,2023-01-09,28,47798.42,0.5619,590.5,0.6727,0,41,53945.14,24,4.24895552,7.187629444,4.499249245,0,23.94875164257556,0,1,0,0,0,1
14252,2023-01-07,27,46026.27,0.2685,751.6,0.656,1,34,122249.65,12,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,0,0,1,1,0
14253,2024-01-04,35,23652.79,0.244,598.0,0.1966,1,12,235212.89,36,4.534438078,7.176895148,4.608903316,1,12.12220762155059,0,0,1,0,0,1
14254,2024-01-01,43,36377.33,0.4349,746.0,0.399,1,44,83215.29,12,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,1,0,0,1,0
14255,2022-01-07,33,17016.52,0.5579,808.4,0.3991,0,15,28321.65,12,3.856963842,7.252470952,4.250438845,0,36.00525624178712,1,0,1,0,0,0
14256,2023-01-12,45,30498.4,0.613,749.8,0.6684,0,56,143156.4,12,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,0,0,0,0,0
14259,2022-01-03,35,28535.47,0.4371,701.0,0.2815,0,73,22897.95,12,3.983684207,6.886503953,4.319145974,0,36.136662286465175,1,0,1,0,1,0
14260,2024-01-03,60,28593.99,0.6552,648.5,0.4979,0,110,18516.84,12,4.335647963,7.37584152,4.507774789,1,12.155059132720105,1,0,0,1,0,0
14261,2023-01-12,42,104544.58,0.4561,537.5,0.3154,1,48,45746.13,12,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,1,0,0,0,1
14262,2023-01-03,36,28947.81,0.2899,735.7,0.1122,1,30,31580.2,12,4.238973563,7.121038066,4.218749789,0,24.14586070959264,1,0,1,0,0,1
14263,2023-01-01,26,29824.79,0.0776,716.6,0.3325,0,61,23393.33,12,3.936413418,7.112834541,4.26207551,0,24.21156373193167,1,0,0,0,1,0
14265,2023-01-07,54,29824.79,0.9156,517.2,0.2462,0,28,54737.2,18,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,1,1,0,0,0
14266,2022-01-07,25,26631.12,0.2897,671.6,0.187,0,20,56497.01,12,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,1,0,1,0,1
14269,2024-01-05,47,29849.44,0.4007,756.5,0.6574,0,30,12417.59,12,4.66179925,7.384581981,4.868221727,0,12.089356110381077,1,0,1,0,1,0
14270,2024-01-01,33,48434.56,0.6648,634.9,0.4307,0,19,145486.2,36,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,0,0,0,0,0
14272,2022-01-11,34,26461.62,0.4353,637.2,0.5012,0,25,41451.08,18,3.78765321,7.324045255,4.187300189,0,35.873850197109064,0,1,0,0,0,0
14275,2024-01-02,53,26418.12,0.2234,691.9,0.4271,0,76,42936.36,18,4.39192662,7.532135703,4.380185695,0,12.187910643889618,0,1,0,1,0,0
14276,2022-01-05,35,20384.42,0.44,671.4,0.7729,0,44,28695.1,12,3.897819438,7.32582242,4.446766349,0,36.070959264126145,1,0,1,0,0,1
14277,2023-01-02,29,60415.87,0.5521,708.3,0.3,0,70,93262.76,18,3.983122144,7.351370137,4.300262184,0,24.178712220762154,0,1,0,1,0,0
14278,2022-01-02,25,32279.76,0.2595,784.6,0.485,0,28,289910.07,18,3.844001123,7.250053702,4.074260457,0,36.16951379763469,0,0,0,0,0,1
14279,2022-01-12,20,33486.18,0.3795,704.3,0.5703,0,41,26263.84,12,4.067362364,7.176234322,4.197013693,0,35.84099868593955,1,0,1,0,0,0
14280,2022-01-12,35,45676.9,0.5063,686.0,0.204,1,59,114420.61,36,4.067362364,7.176234322,4.197013693,0,35.84099868593955,0,1,1,0,0,0
14281,2023-01-10,22,29824.79,0.3579,674.2,0.2615,0,70,239357.54,36,4.263790345,7.227634283,4.488417007,0,23.915900131406044,0,0,1,0,0,0
14282,2023-01-10,42,47432.89,0.1958,724.7,0.6783,1,59,57215.52,18,4.263790345,7.227634283,4.488417007,0,23.915900131406044,0,1,1,0,1,0
14284,2024-01-03,30,24034.09,0.3129,733.4,0.4957,0,32,97664.08,24,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,1,1,0,0,0
14285,2023-01-10,49,46970.66,0.1174,639.4,0.0772,0,67,34598.49,36,4.263790345,7.227634283,4.488417007,1,23.915900131406044,0,1,0,1,0,0
14286,2023-01-02,20,12000.0,0.5042,733.2,0.6748,0,107,13970.62,12,3.983122144,7.351370137,4.300262184,0,24.178712220762154,1,0,0,0,0,0
14287,2024-01-05,44,13555.47,0.2771,696.0,0.4321,1,28,80675.57,12,4.66179925,7.384581981,4.868221727,0,12.089356110381077,0,1,0,0,0,0
14288,2024-01-01,37,26698.08,0.2542,643.1,0.615,0,26,33697.04,12,3.984338763,7.382953471,4.249540775,0,12.220762155059132,1,0,0,0,0,1
14289,2024-01-03,38,47040.57,0.4402,621.5,0.1892,1,113,112071.82,24,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,1,1,0,0,0
14291,2022-01-03,26,42166.59,0.322,642.3,0.0499,1,27,34046.22,24,3.983684207,6.886503953,4.319145974,0,36.136662286465175,0,1,0,0,1,0
14294,2024-01-07,18,28982.73,0.4411,646.8,0.4908,0,3,63098.68,24,4.745033147,7.574736898,4.712300248,0,12.02365308804205,0,1,1,0,1,0
14295,2023-01-10,37,42910.79,0.1292,615.1,0.5851,0,56,31572.16,12,4.263790345,7.227634283,4.488417007,1,23.915900131406044,1,0,1,0,0,1
14296,2023-01-01,35,32727.21,0.5397,681.6,0.872,0,52,25934.44,12,3.936413418,7.112834541,4.26207551,0,24.21156373193167,1,0,1,0,0,0
14297,2023-01-06,33,24146.85,0.5562,660.3,0.6578,0,31,67988.64,12,4.236392246,7.320606602,4.445671202,0,24.0473061760841,0,1,1,0,0,0
14298,2023-01-09,40,20014.64,0.6859,638.1,0.4069,0,22,58118.53,36,4.24895552,7.187629444,4.499249245,1,23.94875164257556,0,1,0,0,0,1
14299,2023-01-06,34,37087.56,0.3443,617.2,0.1855,0,64,53562.45,12,4.236392246,7.320606602,4.445671202,0,24.0473061760841,0,1,0,0,0,0
14301,2023-01-09,47,20120.13,0.3456,763.1,0.5287,0,66,18205.16,12,4.24895552,7.187629444,4.499249245,0,23.94875164257556,1,0,0,0,0,0
14306,2023-01-05,31,22215.15,0.6181,592.9,0.49,0,10,96735.17,12,4.089298712,7.172670917,4.330956052,0,24.080157687253614,0,0,0,0,1,0
14307,2023-01-02,49,29660.54,0.3201,622.3,0.4377,0,24,41802.02,18,3.983122144,7.351370137,4.300262184,0,24.178712220762154,0,1,1,0,0,0
14308,2023-01-03,28,15498.29,0.6038,716.9,0.3325,1,40,61471.71,24,4.238973563,7.121038066,4.218749789,0,24.14586070959264,0,1,1,0,1,0
14309,2024-01-01,58,17713.22,0.7925,693.6,0.3701,0,13,53687.68,36,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,1,1,0,0,0
14310,2023-01-03,21,15241.57,0.1624,677.9,0.7874,0,128,87020.48,12,4.238973563,7.121038066,4.218749789,0,24.14586070959264,0,1,1,0,0,1
14313,2023-01-03,24,85815.41,0.3628,679.9,0.4132,1,14,58909.68,18,4.238973563,7.121038066,4.218749789,0,24.14586070959264,0,1,1,0,0,0
14315,2024-01-03,40,14778.62,0.7303,681.3,0.4324,0,124,76648.02,18,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,1,1,0,0,0
14316,2023-01-12,26,18871.08,0.4157,775.6,0.2552,1,90,80912.9,12,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,1,0,1,0,0
14317,2024-01-04,34,53145.26,0.4143,686.3,0.7884,0,32,78132.26,24,4.534438078,7.176895148,4.608903316,0,12.12220762155059,0,1,1,0,0,0
14318,2023-01-07,33,23284.13,0.2056,641.1,0.4267,0,18,59674.63,18,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,1,0,0,0,0
14319,2022-01-09,60,36323.09,0.4358,686.8,0.6704,1,48,59122.55,12,3.986531818,7.16141948,4.283694559,1,35.939553219448094,0,1,0,0,0,0
14320,2024-01-04,37,31273.84,0.4031,706.8,0.2788,1,37,72201.92,24,4.534438078,7.176895148,4.608903316,0,12.12220762155059,0,1,1,0,0,0
14321,2022-01-12,38,63183.48,0.3751,657.4,0.6221,1,7,66436.68,24,4.067362364,7.176234322,4.197013693,0,35.84099868593955,0,1,1,0,0,0
14322,2023-01-06,41,68391.13,0.146,655.6,0.1838,0,32,48921.96,24,4.236392246,7.320606602,4.445671202,0,24.0473061760841,0,1,0,0,0,0
14323,2023-01-07,38,51275.55,0.3658,638.9,0.4488,1,5,267498.57,12,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,0,1,0,1,0
14324,2023-01-12,36,31971.18,0.2846,619.4,0.359,1,119,32068.77,12,3.931777989,7.323930473,4.388642794,0,23.850197109067015,1,0,1,0,0,0
14326,2022-01-08,37,34329.7,0.1945,721.7,0.4165,1,22,60445.22,24,4.127273188,7.278958033,4.289689804,0,35.972404730617605,0,1,0,1,0,0
14327,2024-01-05,38,31129.53,0.2026,687.1,0.4471,0,37,21805.43,12,4.66179925,7.384581981,4.868221727,0,12.089356110381077,1,0,1,0,0,0
14328,2022-01-05,24,13066.48,0.4106,597.6,0.7639,0,45,44227.2,12,3.897819438,7.32582242,4.446766349,1,36.070959264126145,1,0,1,0,1,0
14329,2023-01-07,36,22053.78,0.176,667.6,0.0849,0,25,127002.34,36,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,0,0,0,1,0
14330,2023-01-06,24,14166.4,0.1177,657.7,0.2878,0,39,25709.02,12,4.236392246,7.320606602,4.445671202,0,24.0473061760841,1,0,0,0,0,0
14331,2023-01-12,20,30750.79,0.8204,762.0,0.1467,0,17,47575.57,24,3.931777989,7.323930473,4.388642794,1,23.850197109067015,0,1,0,0,0,0
14332,2022-01-12,35,39569.62,0.2733,627.5,0.3567,0,42,30697.41,12,4.067362364,7.176234322,4.197013693,0,35.84099868593955,1,0,1,0,0,0
14334,2022-01-07,44,18124.36,0.0342,707.2,0.0987,0,34,182243.68,12,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,0,0,0,1,0
14335,2022-01-05,31,46823.57,0.1184,689.0,0.1921,0,61,41327.65,18,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,1,1,0,1,0
14337,2023-01-07,28,35183.75,0.3868,719.6,0.1311,0,14,47495.73,36,4.33662585,7.137931136,4.360457309,0,24.014454664914584,0,1,1,0,1,0
14338,2024-01-06,33,28189.5,0.5324,721.2,0.4852,0,44,390240.59,24,4.718611396,7.444710794,4.886401043,0,12.056504599211562,0,0,0,0,0,0
14339,2023-01-06,35,27798.79,0.1477,697.2,0.6154,0,16,24538.75,12,4.236392246,7.320606602,4.445671202,0,24.0473061760841,1,0,0,0,0,1
14340,2023-01-05,40,44927.9,0.1568,583.8,0.1441,0,12,27418.1,12,4.089298712,7.172670917,4.330956052,0,24.080157687253614,1,0,1,0,1,0
14341,2022-01-06,34,49475.89,0.5422,731.4,0.3217,0,48,54676.75,18,3.934047735,6.987448656,4.245988283,0,36.038107752956634,0,1,1,0,0,1
14343,2023-01-03,30,28795.51,0.2404,716.1,0.4957,1,59,64384.15,12,4.238973563,7.121038066,4.218749789,0,24.14586070959264,0,1,1,0,0,0
14344,2022-01-05,40,29669.76,0.294,637.5,0.2598,0,26,94547.97,36,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,0,0,0,0,0
14346,2023-01-03,39,12645.48,0.1445,636.3,0.3201,0,26,61292.68,18,4.238973563,7.121038066,4.218749789,0,24.14586070959264,0,1,0,1,0,0
14347,2022-01-07,41,15096.25,0.4561,778.0,0.3999,0,24,75195.81,24,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,1,1,0,0,0
14349,2022-01-05,44,43391.4,0.1354,689.0,0.6509,0,28,52312.33,12,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,1,1,0,1,0
14353,2023-01-03,39,17636.87,0.2942,770.7,0.5363,0,113,180867.32,12,4.238973563,7.121038066,4.218749789,0,24.14586070959264,0,0,1,0,1,0
14354,2022-01-08,32,25282.8,0.3269,767.9,0.3956,1,54,49698.42,12,4.127273188,7.278958033,4.289689804,0,35.972404730617605,0,1,1,0,0,1
14355,2022-01-02,29,28303.98,0.1835,688.4,0.3739,0,35,26391.98,12,3.844001123,7.250053702,4.074260457,0,36.16951379763469,1,0,0,0,0,0
14356,2023-01-12,42,22646.93,0.5878,693.1,0.6803,1,18,44558.02,36,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,1,1,0,0,0
14357,2022-01-12,29,21574.96,0.1081,616.7,0.7293,0,70,56731.35,18,4.067362364,7.176234322,4.197013693,0,35.84099868593955,0,1,1,0,1,0
14358,2022-01-03,39,22094.7,0.3125,645.5,0.4557,0,41,71371.31,24,3.983684207,6.886503953,4.319145974,0,36.136662286465175,0,1,1,0,0,1
14360,2022-01-03,41,45024.05,0.3535,641.1,0.3634,0,66,39854.81,36,3.983684207,6.886503953,4.319145974,0,36.136662286465175,0,1,0,0,0,0
14364,2022-01-01,39,22202.72,0.6645,663.9,0.4191,0,45,114510.99,18,4.024317818,6.890388636,4.257778239,1,36.202365308804204,0,0,1,0,0,0
14365,2023-01-12,53,39767.65,0.1559,634.9,0.254,2,28,13904.52,12,3.931777989,7.323930473,4.388642794,0,23.850197109067015,1,0,0,1,0,0
14366,2022-01-05,53,81906.62,0.5336,666.5,0.5575,0,52,159034.57,18,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,0,0,0,1,0
14367,2022-01-10,44,12000.0,1.41,627.9,0.8757,0,73,183151.18,18,4.014469884,6.908256307,4.278982567,0,35.90670170827858,0,0,1,0,1,0
14368,2022-01-05,45,51320.69,0.2355,690.0,0.6351,0,54,21075.11,12,3.897819438,7.32582242,4.446766349,0,36.070959264126145,1,0,1,0,0,0
14369,2022-01-07,18,30461.15,0.2858,748.2,0.4819,2,26,36166.9,36,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,1,0,1,1,0
14370,2024-01-06,31,15318.79,0.4013,638.0,0.0698,1,29,16207.67,12,4.718611396,7.444710794,4.886401043,0,12.056504599211562,1,0,0,1,0,0
14372,2024-01-03,41,12000.0,0.2445,721.9,0.3716,0,39,34452.14,12,4.335647963,7.37584152,4.507774789,0,12.155059132720105,1,0,1,0,1,0
14373,2022-01-05,41,15682.61,0.2022,656.1,0.3557,0,53,80498.06,12,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,1,0,1,0,0
14374,2022-01-10,41,67666.26,0.2616,684.8,0.2673,0,11,40429.18,12,4.014469884,6.908256307,4.278982567,1,35.90670170827858,0,1,1,0,0,0
14375,2024-01-01,41,29824.79,0.3175,763.5,0.156,0,63,41126.21,36,3.984338763,7.382953471,4.249540775,0,12.220762155059132,0,1,0,1,0,0
14376,2023-01-06,39,12000.0,0.1885,754.3,0.4886,0,61,35037.98,12,4.236392246,7.320606602,4.445671202,0,24.0473061760841,1,0,1,0,0,0
14377,2023-01-09,35,35444.88,0.0691,811.2,0.3572,1,51,30890.55,12,4.24895552,7.187629444,4.499249245,0,23.94875164257556,1,0,0,0,0,0
14380,2022-01-09,36,14280.1,0.3164,639.6,0.7375,0,42,52723.39,24,3.986531818,7.16141948,4.283694559,0,35.939553219448094,0,1,0,0,0,0
14381,2022-01-09,46,20335.69,0.137,625.6,0.565,0,7,46372.99,12,3.986531818,7.16141948,4.283694559,0,35.939553219448094,0,1,0,0,0,0
14382,2022-01-03,32,26683.38,0.4002,773.2,0.7135,0,73,141337.04,18,3.983684207,6.886503953,4.319145974,0,36.136662286465175,0,1,1,0,0,1
14383,2024-01-03,33,38537.43,0.1943,704.2,0.3349,1,45,50787.77,12,4.335647963,7.37584152,4.507774789,0,12.155059132720105,0,1,0,0,0,0
14384,2024-01-04,29,18369.23,0.2851,673.0,0.7612,1,18,35766.52,12,4.534438078,7.176895148,4.608903316,0,12.12220762155059,0,1,1,0,0,0
14386,2022-01-05,28,52175.04,0.2267,688.5,0.4547,0,22,60114.55,24,3.897819438,7.32582242,4.446766349,0,36.070959264126145,0,1,1,0,0,0
14387,2023-01-11,18,27316.65,0.142,599.5,0.3936,0,12,43494.26,12,4.066831317,7.352794149,4.376935709,0,23.88304862023653,0,1,1,0,0,1
14388,2023-01-12,29,38091.45,0.4589,727.2,0.4097,0,9,82985.75,12,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,1,0,0,0,0
14389,2023-01-10,30,29824.79,0.176,653.3,0.492,0,3,60401.83,18,4.263790345,7.227634283,4.488417007,0,23.915900131406044,0,1,1,0,1,0
14390,2022-01-11,36,26110.9,0.3609,652.1,0.0866,0,17,22694.18,18,3.78765321,7.324045255,4.187300189,0,35.873850197109064,0,1,1,0,0,0
14391,2022-01-01,33,51984.1,0.2549,694.4,0.3167,1,39,47746.47,24,4.024317818,6.890388636,4.257778239,1,36.202365308804204,0,1,0,0,0,0
14392,2022-01-02,47,23876.21,0.5049,810.7,0.2052,0,60,154167.38,12,3.844001123,7.250053702,4.074260457,0,36.16951379763469,0,0,0,0,1,0
14394,2024-01-04,45,29384.18,0.4712,687.2,0.304,0,45,293936.08,36,4.534438078,7.176895148,4.608903316,1,12.12220762155059,0,0,0,0,0,1
14398,2023-01-02,32,30180.5,0.3973,657.3,0.1982,0,23,28769.19,12,3.983122144,7.351370137,4.300262184,0,24.178712220762154,1,0,1,0,0,1
14399,2023-01-02,40,33023.77,0.2786,727.4,0.3981,0,29,33335.65,24,3.983122144,7.351370137,4.300262184,0,24.178712220762154,0,1,1,0,1,0
14400,2022-01-07,35,40358.94,0.3216,736.7,0.1077,0,8,268714.22,18,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,0,0,0,0,1
14401,2022-01-10,43,17234.96,0.1902,740.8,0.494,0,57,24345.34,12,4.014469884,6.908256307,4.278982567,0,35.90670170827858,1,0,0,0,0,0
14403,2022-01-07,42,28903.09,0.3061,678.6,0.6372,0,24,54634.72,24,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,1,0,1,0,0
14404,2022-01-11,31,41036.29,0.2866,643.2,0.3493,1,35,49446.13,12,3.78765321,7.324045255,4.187300189,0,35.873850197109064,0,1,1,0,1,0
14406,2022-01-11,47,39757.14,0.4295,624.3,0.3994,0,54,45307.63,12,3.78765321,7.324045255,4.187300189,0,35.873850197109064,0,1,0,0,0,0
14407,2022-01-08,47,23710.24,0.1947,635.8,0.6908,0,19,20226.66,12,4.127273188,7.278958033,4.289689804,0,35.972404730617605,1,0,0,0,0,0
14408,2023-01-04,32,26174.79,0.2094,521.5,0.3839,1,6,43190.16,18,3.932457295,7.355438675,4.231368399,0,24.113009198423125,0,1,0,0,1,0
14410,2022-01-11,20,29987.12,0.5765,668.1,0.2864,0,35,75403.81,24,3.78765321,7.324045255,4.187300189,0,35.873850197109064,0,1,1,0,0,0
14411,2023-01-12,38,23769.21,0.457,689.8,0.1761,0,43,79911.04,24,3.931777989,7.323930473,4.388642794,0,23.850197109067015,0,1,1,0,0,0
14412,2022-01-11,23,38781.89,0.5058,655.3,0.1695,0,38,52778.92,12,3.78765321,7.324045255,4.187300189,0,35.873850197109064,1,0,0,0,1,0
14415,2023-01-11,36,12000.0,0.3667,562.2,0.3279,0,78,76877.26,12,4.066831317,7.352794149,4.376935709,0,23.88304862023653,0,1,0,0,0,0
14416,2022-01-04,30,57649.21,0.2268,545.0,0.3492,1,29,30846.08,12,3.904310797,7.088503347,4.285472969,0,36.10381077529566,1,0,0,0,1,0
14419,2023-01-08,44,34558.21,0.2511,718.9,0.5773,0,29,61429.45,24,4.100461817,7.236346454,4.459213836,0,23.98160315374507,0,1,1,0,0,0
14420,2023-01-11,46,13504.39,0.63,681.3,0.1794,0,57,227477.56,24,4.066831317,7.352794149,4.376935709,0,23.88304862023653,0,0,0,0,1,0
14421,2023-01-08,40,42468.46,0.4747,699.1,0.2038,1,10,14373.73,12,4.100461817,7.236346454,4.459213836,0,23.98160315374507,1,0,0,1,1,0
14422,2022-01-02,35,47250.73,0.5849,713.1,0.2665,0,61,193810.86,36,3.844001123,7.250053702,4.074260457,0,36.16951379763469,0,0,0,0,0,0
14423,2023-01-04,34,22279.25,0.1399,793.1,0.7456,0,67,164687.89,24,3.932457295,7.355438675,4.231368399,0,24.113009198423125,0,0,0,1,1,0
14424,2022-01-07,26,29857.45,0.7203,627.9,0.243,1,54,46352.71,18,3.856963842,7.252470952,4.250438845,0,36.00525624178712,0,1,1,0,0,0
14425,2024-01-07,29,86404.71,0.0753,666.7,0.2162,0,71,59222.64,24,4.745033147,7.574736898,4.712300248,0,12.02365308804205,0,1,1,0,0,1
14426,2024-01-04,43,16729.37,0.4306,696.8,0.5766,1,24,42719.11,12,4.534438078,7.176895148,4.608903316,0,12.12220762155059,1,0,0,0,0,1
